,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
826,489536,21231,SWEETHEART CERAMIC TRINKET BOX,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom
828,489536,21934,SKULL SHOULDER BAG,1,2009-12-01 12:13:00,1.65,16393.0,United Kingdom
829,489536,21578,WOODLAND DESIGN  COTTON TOTE BAG,1,2009-12-01 12:13:00,2.25,16393.0,United Kingdom
830,489536,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2009-12-01 12:13:00,2.25,16393.0,United Kingdom
840,489536,21231,SWEETHEART CERAMIC TRINKET BOX,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom
846,489536,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom
849,489536,85033S,SET/6 SILVER REINDEER T-LIGHTS,1,2009-12-01 12:13:00,1.95,16393.0,United Kingdom
850,489536,22185,SLATE TILE NATURAL HANGING,2,2009-12-01 12:13:00,1.65,16393.0,United Kingdom
851,489536,21578,WOODLAND DESIGN  COTTON TOTE BAG,2,2009-12-01 12:13:00,2.25,16393.0,United Kingdom
852,489536,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2009-12-01 12:13:00,2.25,16393.0,United Kingdom
854,489536,21934,SKULL SHOULDER BAG,2,2009-12-01 12:13:00,1.65,16393.0,United Kingdom
855,489536,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2009-12-01 12:13:00,2.25,16393.0,United Kingdom
856,489536,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-01 12:13:00,0.95,16393.0,United Kingdom
859,489536,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,2009-12-01 12:13:00,1.25,16393.0,United Kingdom
863,489536,22107,PIZZA PLATE IN BOX,1,2009-12-01 12:13:00,3.75,16393.0,United Kingdom
865,489536,21786,RAIN HAT WITH RED SPOTS,1,2009-12-01 12:13:00,0.42,16393.0,United Kingdom
897,489537,72800F,4 IVORY DINNER CANDLES GOLD FLOCK,1,2009-12-01 12:14:00,2.55,14040.0,United Kingdom
918,489537,72800F,4 IVORY DINNER CANDLES GOLD FLOCK,3,2009-12-01 12:14:00,2.55,14040.0,United Kingdom
1055,489548,22271,FELTCRAFT DOLL ROSIE,1,2009-12-01 12:32:00,2.95,,United Kingdom
1058,489548,22195,LARGE HEART MEASURING SPOONS,1,2009-12-01 12:32:00,1.65,,United Kingdom
1066,489548,22196,SMALL HEART MEASURING SPOONS,8,2009-12-01 12:32:00,0.85,,United Kingdom
1072,489548,22196,SMALL HEART MEASURING SPOONS,1,2009-12-01 12:32:00,0.85,,United Kingdom
1073,489548,22196,SMALL HEART MEASURING SPOONS,1,2009-12-01 12:32:00,0.85,,United Kingdom
1074,489548,22195,LARGE HEART MEASURING SPOONS,5,2009-12-01 12:32:00,1.65,,United Kingdom
1077,489548,85053,FRENCH ENAMEL CANDLEHOLDER,1,2009-12-01 12:32:00,2.1,,United Kingdom
1082,489548,85053,FRENCH ENAMEL CANDLEHOLDER,1,2009-12-01 12:32:00,2.1,,United Kingdom
1089,489548,22276,WASH BAG VINTAGE ROSE PAISLEY,1,2009-12-01 12:32:00,2.55,,United Kingdom
1090,489548,22276,WASH BAG VINTAGE ROSE PAISLEY,1,2009-12-01 12:32:00,2.55,,United Kingdom
1108,489548,22271,FELTCRAFT DOLL ROSIE,1,2009-12-01 12:32:00,2.95,,United Kingdom
1172,489556,20977,36 PENCILS TUBE WOODLAND,2,2009-12-01 12:47:00,1.25,15719.0,United Kingdom
1173,489556,20977,36 PENCILS TUBE WOODLAND,2,2009-12-01 12:47:00,1.25,15719.0,United Kingdom
1185,489556,35971,ROSE FOLKART HEART DECORATIONS,2,2009-12-01 12:47:00,1.25,15719.0,United Kingdom
1219,489556,21493, VINTAGE DESIGN GIFT TAGS,2,2009-12-01 12:47:00,0.85,15719.0,United Kingdom
1222,489556,21493, VINTAGE DESIGN GIFT TAGS,8,2009-12-01 12:47:00,0.85,15719.0,United Kingdom
1223,489556,35971,ROSE FOLKART HEART DECORATIONS,4,2009-12-01 12:47:00,1.25,15719.0,United Kingdom
1260,489560,35955,SMALL FOLKART CHRISTMAS TREE DEC,33,2009-12-01 12:56:00,0.42,13526.0,United Kingdom
1262,489560,90090,PINK CRYSTAL HEART PHONE CHARM,12,2009-12-01 12:56:00,0.85,13526.0,United Kingdom
1263,489560,90092,BLUE CRYSTAL BOOT PHONE CHARM,3,2009-12-01 12:56:00,0.85,13526.0,United Kingdom
1274,489560,21034,REX CASH+CARRY JUMBO SHOPPER,3,2009-12-01 12:56:00,0.95,13526.0,United Kingdom
1278,489560,90092,BLUE CRYSTAL BOOT PHONE CHARM,24,2009-12-01 12:56:00,0.85,13526.0,United Kingdom
1282,489560,90090,PINK CRYSTAL HEART PHONE CHARM,24,2009-12-01 12:56:00,0.85,13526.0,United Kingdom
1284,489560,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-01 12:56:00,0.95,13526.0,United Kingdom
1285,489560,35955,SMALL FOLKART CHRISTMAS TREE DEC,96,2009-12-01 12:56:00,0.19,13526.0,United Kingdom
1354,C489563,90090,PINK CRYSTAL HEART PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526.0,United Kingdom
1358,C489563,90092,BLUE CRYSTAL BOOT PHONE CHARM,-24,2009-12-01 13:09:00,0.85,13526.0,United Kingdom
1360,C489563,90092,BLUE CRYSTAL BOOT PHONE CHARM,-3,2009-12-01 13:09:00,0.85,13526.0,United Kingdom
1361,C489563,90090,PINK CRYSTAL HEART PHONE CHARM,-12,2009-12-01 13:09:00,0.85,13526.0,United Kingdom
1362,489564,90090,PINK CRYSTAL HEART PHONE CHARM,36,2009-12-01 13:13:00,0.85,13526.0,United Kingdom
1368,489564,90092,BLUE CRYSTAL BOOT PHONE CHARM,24,2009-12-01 13:13:00,0.85,13526.0,United Kingdom
1370,489564,90092,BLUE CRYSTAL BOOT PHONE CHARM,3,2009-12-01 13:13:00,0.85,13526.0,United Kingdom
1371,489564,90090,PINK CRYSTAL HEART PHONE CHARM,12,2009-12-01 13:13:00,0.85,13526.0,United Kingdom
1373,489564,90090,PINK CRYSTAL HEART PHONE CHARM,24,2009-12-01 13:13:00,0.85,13526.0,United Kingdom
1598,489574,22088,PAPER BUNTING COLOURED LACE,1,2009-12-01 13:31:00,2.95,13097.0,United Kingdom
1608,489574,22088,PAPER BUNTING COLOURED LACE,2,2009-12-01 13:31:00,2.95,13097.0,United Kingdom
1621,489574,20804,GLASS CHICKEN BUTTER DISH,4,2009-12-01 13:31:00,1.65,13097.0,United Kingdom
1623,489574,20804,GLASS CHICKEN BUTTER DISH,4,2009-12-01 13:31:00,1.65,13097.0,United Kingdom
1807,489593,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-01 14:19:00,7.95,12836.0,United Kingdom
1822,489593,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-01 14:19:00,7.95,12836.0,United Kingdom
1838,489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3,2009-12-01 14:19:00,1.49,15005.0,United Kingdom
1841,489594,22055,MINI CAKE STAND  HANGING STRAWBERY,2,2009-12-01 14:19:00,1.65,15005.0,United Kingdom
1842,489594,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2009-12-01 14:19:00,2.95,15005.0,United Kingdom
1845,489594,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2009-12-01 14:19:00,1.65,15005.0,United Kingdom
1846,489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,2009-12-01 14:19:00,1.49,15005.0,United Kingdom
1848,489594,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-01 14:19:00,1.49,15005.0,United Kingdom
1854,489594,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2009-12-01 14:19:00,2.95,15005.0,United Kingdom
1855,489594,37450,CERAMIC CAKE BOWL + HANGING CAKES,3,2009-12-01 14:19:00,2.95,15005.0,United Kingdom
1866,489594,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2009-12-01 14:19:00,2.95,15005.0,United Kingdom
2132,489597,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2009-12-01 14:28:00,8.65,,United Kingdom
2134,489597,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2009-12-01 14:28:00,11.26,,United Kingdom
2866,C489632,20814,SILVER FINCH DECORATION,-12,2009-12-01 15:18:00,1.25,13381.0,United Kingdom
2867,C489632,20814,SILVER FINCH DECORATION,-1,2009-12-01 15:18:00,1.25,13381.0,United Kingdom
2934,489640,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,4,2009-12-01 16:17:00,1.05,17345.0,United Kingdom
2946,489640,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,9,2009-12-01 16:17:00,1.05,17345.0,United Kingdom
2989,489644,21080,SET/20 RED SPOTTY PAPER NAPKINS ,1,2009-12-01 16:30:00,0.85,15808.0,United Kingdom
2997,489644,21080,SET/20 RED SPOTTY PAPER NAPKINS ,9,2009-12-01 16:30:00,0.85,15808.0,United Kingdom
3008,489644,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2009-12-01 16:30:00,1.95,15808.0,United Kingdom
3009,489644,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2009-12-01 16:30:00,1.95,15808.0,United Kingdom
3644,489765,21259,VICTORIAN SEWING BOX SMALL ,1,2009-12-02 11:33:00,5.95,15353.0,United Kingdom
3645,489765,84854,GIRLY PINK TOOL SET,1,2009-12-02 11:33:00,4.95,15353.0,United Kingdom
3646,489765,22271,FELTCRAFT DOLL ROSIE,1,2009-12-02 11:33:00,2.95,15353.0,United Kingdom
3655,489765,84854,GIRLY PINK TOOL SET,1,2009-12-02 11:33:00,4.95,15353.0,United Kingdom
3671,489765,22271,FELTCRAFT DOLL ROSIE,1,2009-12-02 11:33:00,2.95,15353.0,United Kingdom
3673,489765,21259,VICTORIAN SEWING BOX SMALL ,1,2009-12-02 11:33:00,5.95,15353.0,United Kingdom
3679,489766,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3680,489766,84989A,75 GREEN FAIRY CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3681,489766,84992,72 SWEETHEART FAIRY CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3697,489766,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3698,489766,84989A,75 GREEN FAIRY CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3699,489766,84992,72 SWEETHEART FAIRY CAKE CASES,1,2009-12-02 11:34:00,0.55,17818.0,United Kingdom
3711,489766,20761,BLUE PAISLEY SKETCHBOOK,1,2009-12-02 11:34:00,3.75,17818.0,United Kingdom
3715,489766,20761,BLUE PAISLEY SKETCHBOOK,1,2009-12-02 11:34:00,3.75,17818.0,United Kingdom
3748,489782,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2009-12-02 11:45:00,2.1,17189.0,United Kingdom
3752,489782,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2009-12-02 11:45:00,2.1,17189.0,United Kingdom
3766,489785,21981,PACK OF 12 WOODLAND TISSUES ,2,2009-12-02 11:51:00,0.29,14653.0,United Kingdom
3771,489785,21981,PACK OF 12 WOODLAND TISSUES ,2,2009-12-02 11:51:00,0.29,14653.0,United Kingdom
3785,489786,21898,POTTING SHED ROSE CANDLE,1,2009-12-02 11:52:00,2.95,17019.0,United Kingdom
3787,489786,22315,200 RED + WHITE BENDY STRAWS,1,2009-12-02 11:52:00,1.25,17019.0,United Kingdom
3794,489786,20975,12 PENCILS SMALL TUBE RED SPOTTY,48,2009-12-02 11:52:00,0.65,17019.0,United Kingdom
3798,489786,79191C,RETRO PLASTIC ELEPHANT TRAY,12,2009-12-02 11:52:00,0.85,17019.0,United Kingdom
3802,489786,72796A,S/3 ENGLISH LAVENDER SQU CANDLE,3,2009-12-02 11:52:00,1.65,17019.0,United Kingdom
3807,489786,79191C,RETRO PLASTIC ELEPHANT TRAY,3,2009-12-02 11:52:00,0.85,17019.0,United Kingdom
3814,489786,20975,12 PENCILS SMALL TUBE RED SPOTTY,2,2009-12-02 11:52:00,0.65,17019.0,United Kingdom
3820,489786,22315,200 RED + WHITE BENDY STRAWS,1,2009-12-02 11:52:00,1.25,17019.0,United Kingdom
3823,489786,72796A,S/3 ENGLISH LAVENDER SQU CANDLE,2,2009-12-02 11:52:00,1.65,17019.0,United Kingdom
3825,489786,21898,POTTING SHED ROSE CANDLE,1,2009-12-02 11:52:00,2.95,17019.0,United Kingdom
3830,489787,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3832,489787,21533,RETRO SPOT LARGE MILK JUG,1,2009-12-02 11:53:00,4.95,15542.0,United Kingdom
3834,489787,21533,RETRO SPOT LARGE MILK JUG,1,2009-12-02 11:53:00,4.95,15542.0,United Kingdom
3847,489787,21981,PACK OF 12 WOODLAND TISSUES ,2,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3849,489787,21981,PACK OF 12 WOODLAND TISSUES ,2,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3850,489787,21985,PACK OF 12 HEARTS DESIGN TISSUES ,2,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3852,489787,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3853,489787,21981,PACK OF 12 WOODLAND TISSUES ,1,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3857,489787,70006,LOVE HEART POCKET WARMER,1,2009-12-02 11:53:00,1.65,15542.0,United Kingdom
3861,489787,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-02 11:53:00,3.75,15542.0,United Kingdom
3862,489787,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-02 11:53:00,3.75,15542.0,United Kingdom
3863,489787,20728,LUNCH BAG CARS BLUE,1,2009-12-02 11:53:00,1.65,15542.0,United Kingdom
3871,489787,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,2009-12-02 11:53:00,9.95,15542.0,United Kingdom
3874,489787,21985,PACK OF 12 HEARTS DESIGN TISSUES ,2,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
3876,489787,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2009-12-02 11:53:00,2.95,15542.0,United Kingdom
3888,489787,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,2009-12-02 11:53:00,9.95,15542.0,United Kingdom
3892,489787,20728,LUNCH BAG CARS BLUE,1,2009-12-02 11:53:00,1.65,15542.0,United Kingdom
3893,489787,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2009-12-02 11:53:00,2.95,15542.0,United Kingdom
3901,489787,70006,LOVE HEART POCKET WARMER,1,2009-12-02 11:53:00,1.65,15542.0,United Kingdom
3937,489791,20621,ECONOMY PASSPORT COVER ,1,2009-12-02 12:06:00,2.1,15542.0,United Kingdom
3940,489791,21591,COSY HOUR CIGAR BOX MATCHES ,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
3944,489791,21591,COSY HOUR CIGAR BOX MATCHES ,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
3948,489791,20621,ECONOMY PASSPORT COVER ,1,2009-12-02 12:06:00,2.1,15542.0,United Kingdom
3980,489791,84466,TOP SECRET PEN SET,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
3988,489791,84466,TOP SECRET PEN SET,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
4107,489797,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2009-12-02 12:19:00,3.75,15581.0,United Kingdom
4118,489797,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2009-12-02 12:19:00,3.75,15581.0,United Kingdom
4138,489798,22073,RETRO SPOT STORAGE JAR,4,2009-12-02 12:22:00,3.75,13740.0,United Kingdom
4145,489798,22073,RETRO SPOT STORAGE JAR,4,2009-12-02 12:22:00,3.75,13740.0,United Kingdom
4164,489800,21700,BIG DOUGHNUT FRIDGE MAGNETS,30,2009-12-02 12:26:00,0.85,17768.0,United Kingdom
4173,489800,21700,BIG DOUGHNUT FRIDGE MAGNETS,30,2009-12-02 12:26:00,0.85,17768.0,United Kingdom
4204,489802,85222,ASSORTED COLOUR SILK COSMETIC PURSE,3,2009-12-02 12:32:00,2.1,15581.0,United Kingdom
4208,489802,85222,ASSORTED COLOUR SILK COSMETIC PURSE,4,2009-12-02 12:32:00,2.1,15581.0,United Kingdom
4234,489804,84854,GIRLY PINK TOOL SET,2,2009-12-02 12:38:00,4.95,14667.0,United Kingdom
4237,489804,84854,GIRLY PINK TOOL SET,3,2009-12-02 12:38:00,4.95,14667.0,United Kingdom
4311,489807,21016,LIGHT BIRD HOUSE TREE DECORATION,2,2009-12-02 12:43:00,0.85,15581.0,United Kingdom
4314,489807,21016,LIGHT BIRD HOUSE TREE DECORATION,1,2009-12-02 12:43:00,0.85,15581.0,United Kingdom
4410,489814,21035,SET/2 RED SPOTTY TEA TOWELS ,1,2009-12-02 13:06:00,2.95,14669.0,United Kingdom
4411,489814,21035,SET/2 RED SPOTTY TEA TOWELS ,1,2009-12-02 13:06:00,2.95,14669.0,United Kingdom
4412,489814,21042,RED SPOTTY APRON ,1,2009-12-02 13:06:00,5.95,14669.0,United Kingdom
4414,489814,79163,BLACK CHAMPAGNE GLASS,12,2009-12-02 13:06:00,1.65,14669.0,United Kingdom
4461,489814,21042,RED SPOTTY APRON ,1,2009-12-02 13:06:00,5.95,14669.0,United Kingdom
4469,489814,22072,TEA CUP AND SAUCER RETRO SPOT,1,2009-12-02 13:06:00,3.75,14669.0,United Kingdom
4475,489814,22072,TEA CUP AND SAUCER RETRO SPOT,1,2009-12-02 13:06:00,3.75,14669.0,United Kingdom
4482,489814,79163,BLACK CHAMPAGNE GLASS,8,2009-12-02 13:06:00,1.65,14669.0,United Kingdom
4493,489814,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2009-12-02 13:06:00,5.45,14669.0,United Kingdom
4497,489814,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2009-12-02 13:06:00,5.45,14669.0,United Kingdom
4500,489815,21821,GLITTER STAR GARLAND WITH BELLS ,6,2009-12-02 13:10:00,3.75,17909.0,United Kingdom
4503,489815,21821,GLITTER STAR GARLAND WITH BELLS ,6,2009-12-02 13:10:00,3.75,17909.0,United Kingdom
4739,489830,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2009-12-02 13:57:00,0.55,13623.0,United Kingdom
4740,489830,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2009-12-02 13:57:00,2.95,13623.0,United Kingdom
4741,489830,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2009-12-02 13:57:00,2.95,13623.0,United Kingdom
4743,489830,21356,TOAST ITS - FAIRY FLOWER,1,2009-12-02 13:57:00,1.25,13623.0,United Kingdom
4744,489830,11001,ASSTD DESIGN RACING CAR PEN,2,2009-12-02 13:57:00,1.69,13623.0,United Kingdom
4746,489830,21357,TOAST ITS - DINOSAUR,1,2009-12-02 13:57:00,1.25,13623.0,United Kingdom
4754,489830,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2009-12-02 13:57:00,2.95,13623.0,United Kingdom
4761,489830,21357,TOAST ITS - DINOSAUR,2,2009-12-02 13:57:00,1.25,13623.0,United Kingdom
4763,489830,21356,TOAST ITS - FAIRY FLOWER,2,2009-12-02 13:57:00,1.25,13623.0,United Kingdom
4765,489830,11001,ASSTD DESIGN RACING CAR PEN,64,2009-12-02 13:57:00,1.69,13623.0,United Kingdom
