Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,invalid_flag
,47591A,Carousel Des Child'S Apron,1,2009-12-01 11:34:00,1.65,16329.0,UNITED KINGDOM,0
,84997B,Red 3 Piece Mini Dots Cutlery Set,12,2009-12-01 11:34:00,3.75,16329.0,UNITED KINGDOM,0
,84951A,S/4 Pistachio Lovebird Coasters,1,2009-12-01 11:34:00,2.55,16329.0,UNITED KINGDOM,0
,85129A,"White Pearl Beaded Heart, Small",1,2009-12-01 11:34:00,1.25,16329.0,UNITED KINGDOM,0
C489518,,Set/3 Tall Glass Candle Holder Pink,-2,2009-12-01 11:35:00,12.75,15461.0,UNITED KINGDOM,0
,82616B,Frappucino Scarf Knitting Kit,6,2009-12-01 11:37:00,2.95,17700.0,UNITED KINGDOM,0
,84912B,Green Rose Washbag,4,2009-12-01 11:37:00,3.75,17700.0,UNITED KINGDOM,0
,85014C,Blue/Brown Dots Ruffled Umbrella,3,2009-12-01 11:37:00,5.95,17700.0,UNITED KINGDOM,0
,85014D,Pink/Brown Dots Ruffled Umbrella,3,2009-12-01 11:37:00,5.95,17700.0,UNITED KINGDOM,0
,84971L,Large Heart Flowers Hook,12,2009-12-01 11:37:00,1.25,17700.0,UNITED KINGDOM,0
,84884A,Ant White Wire Heart Spiral,5,2009-12-01 11:37:00,3.95,17700.0,UNITED KINGDOM,0
,90013C,Green Vintage Earrings,4,2009-12-01 11:37:00,3.75,17700.0,UNITED KINGDOM,0
,90067A,Pink Vintage Victorian Earrings,6,2009-12-01 11:37:00,2.95,17700.0,UNITED KINGDOM,0
,90067B,Brown Vintage Victorian Earrings,6,2009-12-01 11:37:00,2.95,17700.0,UNITED KINGDOM,0
,90000A,Raspberry Ant Copper Flower Necklac,2,2009-12-01 11:37:00,5.95,17700.0,UNITED KINGDOM,0
,90024B,New Baroque B'Fly Necklace Red,2,2009-12-01 11:37:00,8.5,17700.0,UNITED KINGDOM,0
,90036D,"Flower Glass Garland Neckl.36""Black",3,2009-12-01 11:37:00,7.95,17700.0,UNITED KINGDOM,0
,90199C,5 Strand Glass Necklace Crystal,2,2009-12-01 11:37:00,6.35,17700.0,UNITED KINGDOM,0
,35751C,Purple Current Candle Ring,12,2009-12-01 11:41:00,0.75,14911.0,EIRE,0
,72739B,White Chocolate Scent Candle,12,2009-12-01 11:41:00,1.25,14911.0,EIRE,0
,85232D,Set/3 Decoupage Stacking Tins,3,2009-12-01 11:41:00,4.95,14911.0,EIRE,0
,37492A,Yellow Red Flower Piggy Bank,1,2009-12-01 11:45:00,4.65,15998.0,UNITED KINGDOM,0
,84029G,Knitted Union Flag Hot Water Bottle,1,2009-12-01 11:45:00,3.75,15998.0,UNITED KINGDOM,0
,37492C,Green Blue Flower Piggy Bank,1,2009-12-01 11:45:00,4.65,15998.0,UNITED KINGDOM,0
,85049A,Traditional Christmas Ribbons,2,2009-12-01 11:45:00,1.25,15998.0,UNITED KINGDOM,0
,85049E,Scandinavian Reds Ribbons,2,2009-12-01 11:45:00,1.25,15998.0,UNITED KINGDOM,0
,79323LP,Light Pink Cherry Lights,1,2009-12-01 11:45:00,6.75,15998.0,UNITED KINGDOM,0
,79342B,Brown Flower Lights,1,2009-12-01 11:45:00,6.75,15998.0,UNITED KINGDOM,0
C489524,,Victorian Sewing Box Large,-1,2009-12-01 11:48:00,12.75,15614.0,UNITED KINGDOM,0
,85226C,Blue Pull Back Racing Car,1,2009-12-01 11:49:00,0.55,,UNITED KINGDOM,1
C489527,,Red Spotty Oven Glove Double,-3,2009-12-01 11:50:00,2.95,16128.0,UNITED KINGDOM,0
C489527,85124A,Pink Juicy Fruit Photo Frame,-6,2009-12-01 11:50:00,2.55,16128.0,UNITED KINGDOM,0
,16169F,Wrap Blizzard,25,2009-12-01 11:50:00,0.42,12533.0,GERMANY,0
,15056BL,Edwardian Parasol Black,6,2009-12-01 11:50:00,5.95,12533.0,GERMANY,0
,15056N,Edwardian Parasol Natural,6,2009-12-01 11:50:00,5.95,12533.0,GERMANY,0
,46000S,Polyester Filler Pad 40X40Cm,2,2009-12-01 11:50:00,1.45,12533.0,GERMANY,0
C489528,,15Cm Christmas Glass Ball 20 Lights,-1,2009-12-01 11:50:00,7.95,16714.0,UNITED KINGDOM,0
,16156N,"Wrap, Friendship On Green",25,2009-12-01 11:51:00,0.42,17984.0,UNITED KINGDOM,0
,84520B,Pack 20 English Rose Paper Napkins,1,2009-12-01 11:51:00,0.85,17984.0,UNITED KINGDOM,0
,84402D,Pink Dress Jewellery Stand,1,2009-12-01 11:51:00,2.95,17984.0,UNITED KINGDOM,0
,84660B,Black Stitched Wall Clock,1,2009-12-01 11:51:00,3.75,17984.0,UNITED KINGDOM,0
,72754B,F Fairy Potpourri Cushions Lavender,1,2009-12-01 11:51:00,1.69,17984.0,UNITED KINGDOM,0
,72802B,Ocean Scent Candle In Jewelled Box,3,2009-12-01 11:51:00,4.25,17984.0,UNITED KINGDOM,0
C489530,72803A,Rose Scent Candle Jewelled Drawer,-1,2009-12-01 11:56:00,4.25,14748.0,UNITED KINGDOM,0
,72801E,S/4 Festive Green Dinner Candles,2,2009-12-01 11:57:00,1.25,14871.0,UNITED KINGDOM,0
,85049D,Bright Blues Ribbons,12,2009-12-01 11:58:00,1.25,13394.0,UNITED KINGDOM,0
,85231E,Strawberry Scented Set/9 T-Lights,12,2009-12-01 11:58:00,0.85,13394.0,UNITED KINGDOM,0
,85231B,Cinammon Set Of 9 T-Lights,24,2009-12-01 11:58:00,0.85,13394.0,UNITED KINGDOM,0
,85049C,Romantic Pinks Ribbons,12,2009-12-01 11:58:00,1.25,13394.0,UNITED KINGDOM,0
C489534,,Woolly Hat Sock Glove Advent String,-1,2009-12-01 12:09:00,5.95,12615.0,FRANCE,0
C489535,D,Discount,-1,2009-12-01 12:11:00,9.0,15299.0,UNITED KINGDOM,0
,47504K,English Rose Garden Secateurs,2,2009-12-01 12:13:00,1.95,16393.0,UNITED KINGDOM,0
,47504F,English Rose Torch,2,2009-12-01 12:13:00,1.65,16393.0,UNITED KINGDOM,0
,85170A,Set/6 Ivory Bird T-Light Candles,1,2009-12-01 12:13:00,2.1,16393.0,UNITED KINGDOM,0
,85033S,Set/6 Silver Reindeer T-Lights,1,2009-12-01 12:13:00,1.95,16393.0,UNITED KINGDOM,0
,51012C,"Feather Duster, Coal Black",1,2009-12-01 12:13:00,1.25,16393.0,UNITED KINGDOM,0
,84671B,Crochet Bear With Blue Stripes,1,2009-12-01 12:13:00,2.55,16393.0,UNITED KINGDOM,0
,84952B,Black Love Bird T-Light Holder,2,2009-12-01 12:13:00,3.75,16393.0,UNITED KINGDOM,0
,17164D,Ass Col Small Sand Frog P'Weight,1,2009-12-01 12:13:00,0.42,16393.0,UNITED KINGDOM,0
,85170D,Set/6 Pink Bird T-Light Candles,1,2009-12-01 12:13:00,2.1,16393.0,UNITED KINGDOM,0
,17091J,Vanilla Incense In Tin,1,2009-12-01 12:13:00,1.25,16393.0,UNITED KINGDOM,0
,84899F,Yellow Purple Daisy Felt Purse Kit,3,2009-12-01 12:14:00,1.25,14040.0,UNITED KINGDOM,0
,84898F,Yellow Flowers Felt Handbag Kit,5,2009-12-01 12:14:00,2.1,14040.0,UNITED KINGDOM,0
,85231G,Orange Scented Set/9 T-Lights,5,2009-12-01 12:14:00,0.85,14040.0,UNITED KINGDOM,0
,72800F,4 Ivory Dinner Candles Gold Flock,1,2009-12-01 12:14:00,2.55,14040.0,UNITED KINGDOM,0
,75013B,"String Of 8 Butterflies,Pink",3,2009-12-01 12:14:00,1.65,14040.0,UNITED KINGDOM,0
,72800E,4 Ivory Dinner Candles Silver Flock,4,2009-12-01 12:14:00,2.55,14040.0,UNITED KINGDOM,0
,72801G,S/4 Burgundy Wine Dinner Candles,3,2009-12-01 12:14:00,1.25,14040.0,UNITED KINGDOM,0
,72801F,S/4 Festive Red Dinner Candles,6,2009-12-01 12:14:00,1.25,14040.0,UNITED KINGDOM,0
C489538,,Cake Stand Victorian Filigree Med,-4,2009-12-01 12:18:00,6.75,15796.0,UNITED KINGDOM,0
C489538,POST,Postage,-1,2009-12-01 12:18:00,9.58,15796.0,UNITED KINGDOM,0
C489541,,Set Of Kitchen Wall  Stickers,-4,2009-12-01 12:18:00,2.95,15091.0,UNITED KINGDOM,0
,85040B,Set/4 Blue Flower Candles In Bowl,192,2009-12-01 12:18:00,1.45,15061.0,UNITED KINGDOM,0
C489543,,Wooden Box Advent Calendar,-2,2009-12-01 12:19:00,8.95,14292.0,UNITED KINGDOM,0
,84251F,"Greeting Card, Rita",12,2009-12-01 12:20:00,0.19,14341.0,UNITED KINGDOM,0
,84782A,Pink 3 Tier Glass Plate Stand,2,2009-12-01 12:30:00,12.75,14156.0,EIRE,0
,84782C,Green 3 Tier Glass Plate Stand,1,2009-12-01 12:30:00,12.75,14156.0,EIRE,0
,84933A,Large Green Peony Folding Stool,6,2009-12-01 12:30:00,2.1,14156.0,EIRE,0
,84933B,Large Pink Peony Folding Stool,6,2009-12-01 12:30:00,2.1,14156.0,EIRE,0
,85099C,Jumbo  Bag Baroque Black White,10,2009-12-01 12:30:00,1.95,13599.0,UNITED KINGDOM,0
,85061W,White Jewelled Heart Decoration,240,2009-12-01 12:30:00,0.64,13599.0,UNITED KINGDOM,0
,47591B,Scotties Des Child'S Apron,8,2009-12-01 12:30:00,1.65,14156.0,EIRE,0
,35004P,Set Of 3 Pink Flying Ducks,1,2009-12-01 12:32:00,5.45,,UNITED KINGDOM,1
,84706F,Red Peony Table Clock,1,2009-12-01 12:32:00,8.95,,UNITED KINGDOM,1
C489549,,Wooden Box Advent Calendar,-2,2009-12-01 12:33:00,7.95,13768.0,UNITED KINGDOM,0
,84968C,S/16 Vintage Pistachio Cutlery,4,2009-12-01 12:33:00,12.75,14156.0,EIRE,0
,84968F,S/16 Vintage Sky Blue Cutlery,2,2009-12-01 12:33:00,12.75,14156.0,EIRE,0
,84968B,S/16 Vintage Ivory Cutlery,2,2009-12-01 12:33:00,12.75,14156.0,EIRE,0
,85231L,Lavender Scented Set/9 T-Lights,12,2009-12-01 12:33:00,0.85,14156.0,EIRE,0
,85049B,Lush Greens Ribbons,12,2009-12-01 12:33:00,1.25,14156.0,EIRE,0
,85049G,Chocolate Box Ribbons,12,2009-12-01 12:33:00,1.25,14156.0,EIRE,0
C489551,,15Cm Christmas Glass Ball 20 Lights,-1,2009-12-01 12:35:00,6.95,17641.0,UNITED KINGDOM,0
,85049H,Urban Black Ribbons,1,2009-12-01 12:36:00,1.25,17063.0,UNITED KINGDOM,0
C489553,35004S,Set Of 3 Silver Flying Ducks,-1,2009-12-01 12:41:00,6.35,13545.0,UNITED KINGDOM,0
C489553,35001W,Hand Open Shape Deco.White,-6,2009-12-01 12:41:00,3.49,13545.0,UNITED KINGDOM,0
C489554,,Antique Lily Fairy Lights,-3,2009-12-01 12:43:00,4.25,13767.0,UNITED KINGDOM,0
C489554,35001B,Hand Open Shape Black,-2,2009-12-01 12:43:00,2.95,13767.0,UNITED KINGDOM,0
C489555,,First Aid Tin,-6,2009-12-01 12:44:00,3.25,16955.0,UNITED KINGDOM,0
,85232A,Set/3 Polka Dot Stacking Tins,1,2009-12-01 12:47:00,4.95,15719.0,UNITED KINGDOM,0
,16169D,Wrap Winter Forest,25,2009-12-01 12:52:00,0.42,12490.0,FRANCE,0
,16169C,Wrap Blue Reindeer,25,2009-12-01 12:52:00,0.42,12490.0,FRANCE,0
,17165D,Ass Col Large Sand Frog P'Weight,108,2009-12-01 12:56:00,0.85,13526.0,UNITED KINGDOM,0
,17165B,Ass Col Large Sand Gecko P'Weight,288,2009-12-01 12:56:00,0.85,13526.0,UNITED KINGDOM,0
,16161C,Wrap Speed Demons,100,2009-12-01 12:56:00,0.1,13526.0,UNITED KINGDOM,0
,17108D,Flower Fairy Summer Bouquet Sachet,12,2009-12-01 12:56:00,0.42,13526.0,UNITED KINGDOM,0
,90125A,Pink Bertie Glass Bead Bag Charm,12,2009-12-01 12:56:00,2.1,13526.0,UNITED KINGDOM,0
,35051B,Pink Beaded Cone Christmas,6,2009-12-01 12:57:00,0.42,14654.0,UNITED KINGDOM,0
,84559A,3D Sheet Of Dog Stickers,6,2009-12-01 12:57:00,0.85,14654.0,UNITED KINGDOM,0
,84029C,Brown Furry Hot Water Bottle,7,2009-12-01 12:57:00,3.75,14654.0,UNITED KINGDOM,0
,84910A,Pink Paisley Cushion Cover,1,2009-12-01 13:07:00,5.95,17998.0,UNITED KINGDOM,0
C489563,,Crystal Key+Lock Phone Charm,-24,2009-12-01 13:09:00,0.85,13526.0,UNITED KINGDOM,0
,90125C,Turquoise Bertie Glass Bead Charm,12,2009-12-01 13:13:00,2.1,13526.0,UNITED KINGDOM,0
,90125D,Purple Bertie Glass Bead Bag Charm,12,2009-12-01 13:13:00,2.1,13526.0,UNITED KINGDOM,0
,90214H,"Letter ""H"" Bling Key Ring",2,2009-12-01 13:13:00,1.25,13526.0,UNITED KINGDOM,0
C489565,90125A,Pink Bertie Glass Bead Bag Charm,-12,2009-12-01 13:14:00,2.1,13526.0,UNITED KINGDOM,0
,85162A,Silver Retrodisc Lampshade,1,2009-12-01 13:19:00,9.95,15326.0,UNITED KINGDOM,0
,84706C,Pink Flock Table Clock,1,2009-12-01 13:20:00,8.95,14478.0,UNITED KINGDOM,0
C489568,,Pizza Plate In Box,-1,2009-12-01 13:20:00,3.75,15005.0,UNITED KINGDOM,0
C489570,79323W,White Cherry Lights,-1,2009-12-01 13:28:00,6.75,15967.0,UNITED KINGDOM,0
C489570,15056N,Edwardian Parasol Natural,-1,2009-12-01 13:28:00,5.95,15967.0,UNITED KINGDOM,0
C489570,,Silver T-Light Setting,-1,2009-12-01 13:28:00,6.75,15967.0,UNITED KINGDOM,0
,85036C,Rose 1 Wick Morris Boxed Candle,1,2009-12-01 13:29:00,4.25,15967.0,UNITED KINGDOM,0
,72799D,Blue Pillar Candle Silver Flock,2,2009-12-01 13:29:00,2.95,15967.0,UNITED KINGDOM,0
,85071D,Charlie+Lola My Room Door Sign,1,2009-12-01 13:29:00,2.55,15967.0,UNITED KINGDOM,0
,37444A,Yellow Breakfast Cup And Saucer,2,2009-12-01 13:29:00,2.95,17611.0,UNITED KINGDOM,0
,37444B,Blue Breakfast Cup And Saucer,2,2009-12-01 13:29:00,2.95,17611.0,UNITED KINGDOM,0
,84247C,Pack/12 Blue Reindeer Card,1,2009-12-01 13:29:00,2.95,15051.0,UNITED KINGDOM,0
,84509A,English Rose Placemats,1,2009-12-01 13:29:00,3.75,15051.0,UNITED KINGDOM,0
,84510A,Set Of 4 English Rose Coasters,1,2009-12-01 13:29:00,1.25,15051.0,UNITED KINGDOM,0
,18096C,White Round Porcelain Tlight Holder,6,2009-12-01 13:29:00,2.55,15051.0,UNITED KINGDOM,0
,37444C,Pink Breakfast Cup And Saucer,2,2009-12-01 13:29:00,2.95,17611.0,UNITED KINGDOM,0
,85028L,French Chateau Large Fruit Bowl,2,2009-12-01 13:29:00,7.95,17611.0,UNITED KINGDOM,0
,85028S,French Chateau Small Fruitbowl,2,2009-12-01 13:29:00,4.95,17611.0,UNITED KINGDOM,0
,84985B,Set Of 72 Black Paper Doilies,2,2009-12-01 13:29:00,1.45,17611.0,UNITED KINGDOM,0
,84985A,Set Of 72 Green Paper Doilies,2,2009-12-01 13:29:00,1.45,17611.0,UNITED KINGDOM,0
,47021G,Set/6 Bead Coasters Gauze Bag Gold,4,2009-12-01 13:29:00,1.25,17611.0,UNITED KINGDOM,0
,72798C,Set/4 Garden Rose Dinner Candle,1,2009-12-01 13:31:00,1.65,13097.0,UNITED KINGDOM,0
,40018F,Cherry Design Paperlanterns,10,2009-12-01 13:31:00,1.95,13097.0,UNITED KINGDOM,0
,40018E,Tea Time Paper Lanterns,10,2009-12-01 13:31:00,1.95,13097.0,UNITED KINGDOM,0
,17084J,Love Potion Masala Incense,2,2009-12-01 13:31:00,0.21,13097.0,UNITED KINGDOM,0
,84288B,Set/2 Blue  Noodle Baskets,1,2009-12-01 13:31:00,1.95,13097.0,UNITED KINGDOM,0
,47591C,Blue Fairy Cake Child'S Apron,8,2009-12-01 13:37:00,1.95,13590.0,UNITED KINGDOM,0
C489577,,Tea Time Cake Stand In Gift Box,-3,2009-12-01 13:38:00,9.95,14030.0,UNITED KINGDOM,0
,85099F,Jumbo Bag Strawberry,3,2009-12-01 13:38:00,1.95,15984.0,UNITED KINGDOM,0
C489578,,Fawn Blue Hot Water Bottle,-1,2009-12-01 13:40:00,2.95,17091.0,UNITED KINGDOM,0
,35001G,Hand Open Shape Gold,2,2009-12-01 13:41:00,4.25,16887.0,UNITED KINGDOM,0
,72799F,Ivory Pillar Candle Gold Flock,3,2009-12-01 13:41:00,2.95,16887.0,UNITED KINGDOM,0
,72799E,Ivory Pillar Candle Silver Flock,3,2009-12-01 13:41:00,2.95,16887.0,UNITED KINGDOM,0
,72799C,Pink Pillar Candle Silver Flock,2,2009-12-01 13:41:00,2.95,16887.0,UNITED KINGDOM,0
,85136C,Red Shark Helicopter,1,2009-12-01 13:41:00,7.95,16887.0,UNITED KINGDOM,0
C489583,72807B,Set/3 Ocean Scent Candle Jewel Box,-1,2009-12-01 13:47:00,4.25,14621.0,UNITED KINGDOM,0
C489583,72802C,Vanilla Scent Candle Jewelled Box,-1,2009-12-01 13:47:00,4.25,14621.0,UNITED KINGDOM,0
C489583,72802B,Ocean Scent Candle In Jewelled Box,-2,2009-12-01 13:47:00,4.25,14621.0,UNITED KINGDOM,0
C489583,,White Beaded Garland String 20Light,-1,2009-12-01 13:47:00,6.35,14621.0,UNITED KINGDOM,0
,72799B,Purple Pillar Candle Black Flock,10,2009-12-01 13:47:00,2.95,14543.0,UNITED KINGDOM,0
